listing_id,address,city,province,postal_code,neighborhood,subarea,sub_area_community,property_age,property_type,style,sqft,days_on_site,bed,bath,price,strata_fee,primary_agent,primary_broker,title,description,,scrape_date
R2480287,13-6498 Elgin Avenue,Burnaby,BC,V5H3S6,Forest Glen,forest-glen-burnaby-bc,Forest Glen,Built in 2007 (13 yrs old),Townhouse,3 Storey,1114,77,2,3,839000,226,Cindy Tse,Jovi Realty Inc.,Freehold Strata,"RARELY AVAILABLE – 3 LEVEL TOWNHOUSE the ' Deer Lake Heights’ with Stunning North Shore mountain view and Lots of Natural Sunlight. Bright Spacious 2 BED + Flex Room use as a 3rd BEDROOM w/ensuite, and 2 Updated Bathroom over 1,114 Sq./Ft. Huge Living Room & Dinning Area, Open Concept Kitchen w/Granite Countertop, Beautiful Maplewood Cabinet, Stainless Steel Appliances, Laminated Floor, Tile. Attached Garage, and your own private Fenced Yard for BBQ. Convenience central location, just steps to Shopping, Restaurant, Parks & Recreational Centre, and Schools. Pets and Rental Allowed. **OPEN HOUSE** SUN, OCT 4, 2-4 PM. Please pre-book apt. MASK REQUIRED.",,11/17/2020
R2510422,608-180 E 2nd Avenue,Vancouver,BC,V5T1B5,Mount Pleasant East,mount-pleasant-east-vancouver-bc,Mount Pleasant East,Built in 2021 (-1 yrs old),Apt/Condo,"Inside Unit,Upper Unit",479,9,0,1,637900,226,Jason Liu PREC*,Luxmore Realty,Freehold Strata,"Second + Main by Create Properties is located on the southwest corner of Main Street and 2nd Avenue in Vancouver. Only minutes to the heart of Olympic Village, Mount Pleasant and Chinatown. There are many local breweries, dining spots and the seawall for biking or walking is near by.Second + Main is a stunning collection of studio, 1-, 2- and 3-bedroom homes designed for today’s urban and active lifestyle.The building features a green roof top patio with garden plots, almost 12,000 sq. ft of commercial space over two levels and artist studios.Call to book your private appointment.",,11/17/2020
R2484790,108-2780 Acadia Road,Vancouver,BC,V6T2L3,University (UBC),university-ubc-vancouver-bc,University (UBC),Built in 2004 (16 yrs old),Townhouse,1 Storey,711,80,1,1,798000,226,Ping Wu,Royal Pacific Riverside Realty Ltd.,Freehold Strata,"Exclusive rare FREEHOLD OWNERSHIP at UBC. You OWN the property! No UBC Levy! Award winning Amacon's Liberta development. Bright and spacious southeast corner unit located on a beautiful quiet street. Den with window, closets added by owner, could be second bedroom. invested $50K to upgrade in 2015. Popular location for students and small families. Just steps walking distance to daycare, Norma Rose Point School, and a 5 min drive to University Hill Secondary School. 1 secure underground parking & storage locker included. Don't miss this opportunity! open house Sep.26,2;00--4:00",,11/17/2020
R2504764,3304-2975 Atlantic Avenue,Coquitlam,BC,V3B0C5,North Coquitlam,north-coquitlam-bc,North Coquitlam,Built in 2014 (6 yrs old),Apt/Condo,Corner Unit,696,26,1,1,549000,226,Haas Eskandanian,Evergreen West Realty,Freehold Strata,"Location! Location! Location! South-east facing corner suite with Panoramic view, Contemporary interior with a very LARGE den with large windows that can be easily used as second bedroom or office. Perfect for a young couple or single professionals. GRAND CENTRAL 3 by INTERGULF is the sought after Coquitlam community offering over 4 acres of resort inspired amenities, private Golf course, Pool, Hot tub, Gym, Garden, Play Ground. Located in the heart of Coquitlam, Steps to Coquitlam Centre Mall, T&T Supermarket, library, schools, Douglas College, Aquatic Centre, Town Centre Park, Evergreen Line Skytrain Station. Great opportunity for first time buyers or investors.",,11/17/2020
R2474888,16-19760 55 Avenue,Langley,BC,V3A3X2,Langley City,langley-city-langley-bc,Langley City,Built in 2020 (0 yrs old),Townhouse,Inside Unit,1406,104,3,3,623000,226,Andy Lail PREC*,RE/MAX Blueprint Realty,Freehold Strata,"Terraces 3! These open- concept homes will feature contemporary designs, carpeted bedrooms, 9ft. ceilings on main floor, and large Energy Star windows that bathe the space in natural light. The kitchen features stainless steel Whirlpool appliances, including a glass range and convection oven, a refrigerator with a bottom- mount freezer drawer, and a dishwasher with AccuSense Sensor cycle. Double vanities with Quartz counter tops, subway tile backslashes. In addition, each home comes with energy saving Forced air heating, and 560SQFT roof top terraces. Estimated completion MID NOVEMBER 2020.",,11/17/2020
R2499064,4-410 Mahon Avenue,North Vancouver,BC,V7M2R5,Lower Lonsdale,lower-lonsdale-north-vancouver-bc,Lower Lonsdale,Built in 1988 (32 yrs old),Townhouse,3 Storey,1359,42,2,2,899900,226,Natalie Genest PREC*,Rennie & Associates Realty Ltd.,Freehold Strata,"2 bed / 2 bath in a spacious 1359 sqft townhouse in Lower Lonsdale. Start the day with coffee overlooking the city views from the top floor deck that leads into the master suite which fits a king bed, has a walk in closet and skylights in the ensuite. The open concept main floor is perfect for entertaining, family nights in and keeping an eye on little ones from the bright kitchen that boasts lots of counter space. The large second bedroom is on the lower level and walks out to a newly finished cedar deck. Lots of storage options in car port and crawl space. Enjoy the last days of summer on one of three south facing decks, and then get cozy this winter with the wood burning fireplace in this roomy contemporary home close to amenities, parks, groceries, and transit. Showings by appointment.",,11/17/2020
R2497729,208-5211 Irmin Street,Burnaby,BC,V5J0C9,Metrotown,metrotown-burnaby-bc,Metrotown,Built in 2009 (11 yrs old),Townhouse,Upper Unit,855,43,2,2,628000,226,Paul Kurniawan PREC*,Jovi Realty Inc.,Freehold Strata,"Welcome to this beautiful Royal Garden 2 bedroom, 855 sqft townhouse complex located in a prime area of Royal Oak Skytrain Station. Only minutes away from Metrotown Mall, La Foret Bakery, Riverway Sport Complex and Riverway Golf Course. This well-kept unit offers a lot of natural light and very effective use of the layout. Viewing: Covid19 protocol by appointment time (15 minutes per group, covid19 form to be signed & reservation of time is first-come-first-serve basis).",,11/17/2020
R2486563,308-2239 Kingsway,Vancouver,BC,V5N0E5,Victoria East,victoria-east-vancouver-bc,Victoria East,Built in 2011 (9 yrs old),Apt/Condo,Inside Unit,678,77,1,1,519000,227,Jane Feng,Magsen Realty Inc.,Freehold Strata,"Central location. Close to Downtown, Burnaby, and Richmond. This spacious one bedroom unit features stainless steel appliances, granite counter tops, laminated floor. Its South facing exposure provides tons of natural light. Ideal layout includes open living room, dining and kitchen area, one large size MBDRM with walking closet, and a good size Den that can be used as a home office. Steps to T&T supermarket, shops, restaurants and 10 minutes walk to Nanaimo station. Low maintenance fee. 1 parking included.",,11/17/2020
R2491368,1612-6188 No. 3 Road,Richmond,BC,V6Y0J3,Brighouse,brighouse-richmond-bc,Brighouse,Built in 2016 (4 yrs old),Apt/Condo,1 Storey,624,61,1,1,604000,227,Ken Cui PREC*,Nu Stream Realty Inc.,Freehold Strata,"Mandarin Residence--Richmond downtown location,1 bedroom+1 den+1 parking,south facing on the quiet side.steps to shopping mall, banks,restaurant,sky train and bus station. The Amenities include gym room,party room and common court yard.",,11/17/2020
R2492864,425-3563 Ross Drive,Vancouver,BC,V6S0L3,University (UBC),university-ubc-vancouver-bc,University (UBC),Built in 2020 (0 yrs old),Apt/Condo,1 1/2 Storey,640,58,1,1,928800,227,Celia Zhang PREC*,Royal Pacific Realty Corp.,Leasehold prepaid-Strata,"The Residences at Nobel Park by Polygon is a collection of concrete residences at UBC's Wesbrook Village. This brand new 1-bed, 1-bath home offers 9-foot ceilings, a designer kitchen with marble accents, brand name appliances, a spa-inspired ensuite and A/C. A large balcony overlooks park and water. Enjoy the building amenities with gym and social lounge. Steps away from UBC farm, U Hill Secondary school, shops, community centre and transportation.",,11/17/2020
R2511064,2205-6700 Dunblane Avenue,Burnaby,BC,V5H3K6,Metrotown,metrotown-burnaby-bc,Metrotown,Built in 2020 (0 yrs old),Apt/Condo,"1 Storey,Upper Unit",755,6,2,2,899000,227,Michael Dong PREC*,Nu Stream Realty Inc.,Freehold Strata,"Vittorio – the Stylish high-rise apartment residences in the heart of Burnaby, with a distinctive design and celebrated location, offers a stylish new landmark for Metrotown living. Our special 2-bed unit features A/C, a large master bedroom, ensuite with a spa-style showers, complete with frameless doors, rain shower heads. Thoughtfully designed kitchens with integrated brand name appliances, marble tile backsplashes and a convenient island for extra workspace. Hotel inspired lobby modern seating area and water feature will greet your guests. Vittorio Club offers over 5,000 square feet of amenities to residents including fitness studio, court sized gymnasium, media room and billiards lounge, meeting rooms and central green courtyard. Open House: Oct 31 & Nov 1 at 2-4PM.",,11/17/2020
R2510834,203-20360 Logan Avenue,Langley,BC,V3A4L8,Langley City,langley-city-langley-bc,Langley City,Built in 2022 (-2 yrs old),Apt/Condo,1 Storey,593,7,1,1,384900,227,Trevor Street PREC*,Keller Williams Elite Realty,Freehold Strata,"Closed Wednesday October 28th at 5 pm in preparation for a ONE OF A KIND promotion never before offered in the Lower Mainland!! Genesis - Langley’s BEST location! A collection of 1 & 2 bedroom homes just steps away from the future Langley Skytrain station. All homes at Genesis will feature airy 9ft ceilings, living spaces with tons of natural lighting, high-quality laminate flooring, and remarkable tile throughout, plus stylish black matte hardware. Take comfort living in an urban oasis with indoor and outdoor private amenities for your leisure. Built by Whitetail Homes, an experienced multi-family residential builder. Contact us today for more information!",,11/17/2020
R2497648,1605-6700 Dunblane Avenue,Burnaby,BC,V5H3K6,Metrotown,metrotown-burnaby-bc,Metrotown,Built in 2020 (0 yrs old),Apt/Condo,Other,728,43,2,2,868000,227,Morning Li PREC*,Royal Pacific Realty (Kingsway) Ltd.,Freehold Strata,"Luxury brand new condo in the heart of Burnaby. Don't miss out on the opportunity to live in a dynamic location by the Metrotown Mall. You will be able to enjoy nice city and mountain views, while chilling on your deck. Well-equipped kitchen will not leave chefs indifferent: gas stove, hi-tech sink, modern cabinets with tons of storage. Spacious and bright rooms. The amenities offer state of the art workout gear and machines in the gym, spacious gym for basket ball/badminton. Minutes walk to Skytrain station. Open house Oct 25 2:00-4:00pm.",,11/17/2020
R2491302,257-108 W 1st Avenue,Vancouver,BC,V5Y0H4,False Creek,false-creek-vancouver-bc,False Creek,Built in 2013 (7 yrs old),Apt/Condo,1 Storey,438,63,0,1,578800,227,Sarang Kim,Sutton Group - 1st West Realty,Freehold Strata,"WALL CENTRE FALSE CREEK, live at the centre of it all, in the heart of the Olympic Village. This super functional home features a gourmet kitchen with gas cooktop, stone counters and backsplash and plenty of storage. The living and dining areas are open and flow on rich laminate flooring. The spa bathroom features beautiful tiling and large soaker tub. Appreciate tons of natural light and custom roller blinds throughout. Building amenities include a fitness centre, guest suite and roof garden. All of this within steps to the best of the Olympic Village... Urban Fare, London Drugs, Legacy Liquor, the Seawall and plenty of transit options. Write yourself into Olympic Village 'stories history",,11/17/2020
R2510645,1012-6188 No. 3 Road,Richmond,BC,V6Y0J3,Brighouse,brighouse-richmond-bc,Brighouse,Built in 2016 (4 yrs old),Apt/Condo,"Inside Unit,Upper Unit",625,8,1,1,589000,227,Patrick Hung PREC*,Royal Pacific Realty Corp.,Freehold Strata,"Welcome to Mandarin Residence - the ultimate central location right across Richmond Centre! 1 bed bath plus den south facing unit on the quiet side of the building overseeing the courtyard. Practical and open layout featuring new flooring, new paint, and high-end appliance such as Fisher & Paykel fridge! Amenities include gym, recreation room, and garden. Central location and only a stone's throw away from the world class shopping at Richmond Centre, Starbucks, banks, groceries, award-winning restaurants, and skytrain. Great for young professionals or investors (rentals allowed). 1 parking included. Open house November 1st Sunday 2-4pm.",,11/17/2020
R2503100,1407-8189 Cambie Street,Vancouver,BC,V6P0G6,Marpole,marpole-vancouver-bc,Marpole,Built in 2017 (3 yrs old),Apt/Condo,1 Storey,440,31,1,1,599900,227,Michael Dong PREC*,Nu Stream Realty Inc.,Freehold Strata,"Northwest by Onni group. This east facing 1-bedroom home comes with a practical floor plan, airconditioning, floor to ceiling windows and a large balcony. Centrally located in Vancouver West at Cambie & Marine Dr. Steps away from Marine Gateway skytrain station, Shoppers Drug Mart, Banks, Supermarket, Restaurants, Cineplex and so much more. Amenities including 24-hr concierge, guest suite, games room, party room and an enormous gym. School Catchment: Sir Wilfrid Laurier/ Sir Winston Churchill. Unit comes with 1 Parking and 1 Locker. Open House: Saturday, Oct 24, 2-4PM",,11/17/2020
R2471361,306-22577 Royal Crescent,Maple Ridge,BC,V2X2M2,East Central Maple Ridge,east-central-maple-ridge-bc,East Central Maple Ridge,Built in 2020 (0 yrs old),Apt/Condo,Inside Unit,1013,116,2,2,498800,227,Sakhi Hedayat,Royalty Group Realty Inc.,Freehold Strata,"The Crest! BRAND NEW BUILDING! GST PAID. This is a gorgeous 2 Bed, 2 Bath + Den, 2 balconies and has a spacious living & dining areas. Stainless steel appliances, white shaker cabinets. The Crest is an open-concept design and it's great for family and entertaining friends. It's walking distance to shopping, transit & the West Coast Express that would make it seamless to commute to Downtown Vancouver, trails parks and close to the Centre of Maple Ridge.",,11/17/2020
R2501626,276 Camata Street,New Westminster,BC,V3M0B4,Queensborough,queensborough-new-westminster-bc,Queensborough,Built in 2014 (6 yrs old),Townhouse,3 Storey w/Bsmt.,1255,33,2,2,699000,227,Jennifer Lin PREC*,Jovi Realty (Richmond) Inc.,Freehold Strata,"Airey and bright Triplex-style townhouse, private entry with a big front porch facing Redboat park. Functional open concept allows you to work from home comfortably. Spacious master bedroom, ample storage space come with cover single garage. Steps to parks and dyke trail, perfect for young families and pets parents! 20 minutes to YVR, Oakridge and Surrey. 15 minutes to Burnaby. OPEN HOUSE October 11 (SUN) 2:00-4:00pm By Appointment Only",,11/17/2020
R2505621,303-218 Carnarvon Street,New Westminster,BC,V3L1B8,Downtown New West,downtown-new-westminster-bc,Downtown New West,Built in 2019 (1 yrs old),Townhouse,"2 Storey,Inside Unit",980,23,2,3,649900,227,Tim Hill PREC*,RE/MAX All Points Realty,Freehold Strata,"Welcome to Irving Living! New Westminster’s latest premium development complete with quality finishings and extra attention to the details that you’ve come to expect as well as appreciate. Located in New Westminster’s downtown core, Irving Living is the perfect combination of convenience, style and affordability. Take advantage of this opportunity today to own a piece of historic New Westminster! ***Exclusive Offering: 5-year interest rates as low as 1.65% and up to $2500 cash back for this development only. Rates subject to change. Terms and conditions apply.*** No PTT applicable if moving in as a principle residence and you qualify under The Newly Built Home Exemption as per the Province of BC’s requirements",,11/17/2020
R2503096,1503-4657 Hazel Street,Burnaby,BC,V5H4R2,Forest Glen,forest-glen-burnaby-bc,Forest Glen,Built in 1993 (27 yrs old),Apt/Condo,Corner Unit,769,12,0,1,585000,227,Paul-Song Wu,Royal Pacific Realty Corp.,Freehold Strata,"Welcome to this stunning 15th floor corner unit w/gas fireplace has a magnificent view of SFU, Deer & Bby Lakes, and Metro town. Lovely balcony. Use your bright den as a 2nd bedroom, dining room or study. Newly renovated kitchen with all new stainless steel & black appliances & microwave/fan oven stove, new quartz counters, sink, taps, new cabinetry. new laminate flooring, washer dryer set in suite. One storage locker. TWO parking spots, Enjoy carefree living in the heart of Metro town, Immediate possession.",,11/17/2020
R2511955,2001-1835 Morton Avenue,Vancouver,BC,V6G1V3,West End,west-end-vancouver-bc,West End,Built in 1960 (60 yrs old),Apt/Condo,Penthouse,2740,3,2,3,9975000,2279,Malcolm Hasman,"Angell, Hasman & Associates (Malcolm Hasman) Realty Ltd.",Shares in Co-operative,"OCEAN TOWERS is a Mid Century Co-Op residential development built in 1960 & located in Vancouver’s English Bay neighborhood just steps to the beach, Stanley Park & the convenience of Denman Street with its many bistros, coffee bars & shops. The penthouse residence itself has been meticulously renovated, enjoys the entire top floor & provides over six thousand square feet of indoor outdoor living, all on one expansive level, boasting 360 degree unobstructed city, ocean & mountain views. Experience a sophisticated & luxurious lifestyle like no other in the city with large walk-out private, beautifully landscaped terraces with 3 gas fires including an outdoor summer lounge, covered dining terrace & a sensational Master Bedroom Suite with outdoor summer shower in its own private garden oasis.",,11/17/2020
R2505640,9-7833 St. Albans Road,Richmond,BC,V6Y2K8,Brighouse South,brighouse-south-richmond-bc,Brighouse South,Built in 1999 (21 yrs old),Townhouse,2 Storey,1749,23,4,3,898000,228,Stephen Jin PREC*,Metro Edge Realty,Freehold Strata,"CORNER UNIT! Rarely Incredible opportunity to own a massive 1749 square feet, renovated two-story townhouse in the heart of Richmond. Quality built spacious 4 bdrms (3 up, 1 on main), 2 ½ baths, 2 parkings (tandem). Open functional floor plan. Huge living/dining room. Great home for growing families. Walking distance to top rated schools in Richmond, transit and only minutes to Richmond center. Garden City Shopping Centre is a mere 5 minutes walk away. Low strata fee, rental Allowed, good for own residence or investment. Open House: Oct 9 (Fri) 5-6pm, Oct 10 (Sat) 2-4pm",,11/17/2020
R2502925,1808-3438 Sawmill Crescent,Vancouver,BC,N/A,South Marine,south-marine-vancouver-bc,South Marine,Built in 2022 (-2 yrs old),Apt/Condo,1 Storey,556,31,1,1,561700,228,Sophia Chen,Wesgroup Realty Ltd.,Freehold Strata,"Functional West facing 1 bedroom + flex, 1 bath home at MODE in River District Vancouver. Invite your friends over for luxurious amenities in your building, including a screening room, indoor/outdoor entertaining lounge with chef's kitchen, hot tub, gym, yoga studio, work hub, and 2 guest suites. Your home will be equipped with chef's kitchen, hot tub, gym, yoga studio, work hub, and 2 guest suites. Your home will be equipped with the finest appliances; gas range, wall oven & built-in microwave, fully integrated fridge & dishwasher, and quartz countertop and backsplash with high efficiency heating and cooling system, and walk-in closet with built-in shelving included. You are steps away from Town Centre retail shops. Sales Centre open daily 11am-4pm. Move in Late Summer 2022.",,11/17/2020
R2500061,37-728 Ewen Avenue,New Westminster,BC,N/A,Queensborough,queensborough-new-westminster-bc,Queensborough,Built in 2021 (-1 yrs old),Townhouse,3 Storey,1291,37,3,3,769900,228,Sandra Liang PREC*,AXIS Real Estate Solutions Inc.,Freehold Strata,"Oxford is a classic collection of three bedroom townhomes ranging in size up to 1500 sq. ft. Located in the historic community of Queensborough, this is a place where you’re sure to find something that sparks your imagination and feeds your curiosity. A neighbourhood of convenience with restaurants, grocery stores, banks, parks, cafes and shops for you and your family to adventure and grow. Oxford is a home that is well connected and alive with activity - the perfect place for you to write your story. Starting $699,900 + GST, book your appointment today!",,11/17/2020
R2497919,909-89 Nelson Street,Vancouver,BC,V6Z0E7,Yaletown,yaletown-vancouver-bc,Yaletown,Built in 2019 (1 yrs old),Apt/Condo,Upper Unit,497,43,1,1,729000,228,Ann Zhang,Royal Pacific Realty Corp.,Freehold Strata,"THE ARC - Vancouver's WATER VIEW LUXURY building Downtown. Developed by Concord. Gorgeous suite with False Creek water views from the balcony side. Top line Miele appliances, beautiful flooring, marble bathroom & plenty of storage. Amazing five-star hotel amenities include glass-bottom indoor swimming pool on the sky level, sauna, steam room, fitness centre, 24/7 concierge service, gym, outdoor patio, cappuccino lounge, sky garden & automatic touchless car wash. Conveniently located at the centre of the city's sports & entertainment district. Close to parks, the seawall, schools & other urban conveniences.",,11/17/2020
R2492390,402-20087 68 Avenue,Langley,BC,V2Y1P5,Willoughby Heights,willoughby-heights-langley-bc,Willoughby Heights,Built in 2019 (1 yrs old),Apt/Condo,Upper Unit,667,56,1,1,399800,228,Jazz Tokhi PREC*,Sutton Group-Alliance R.E.S.,Freehold Strata,"Welcome to Park Hill. This upscale community in a quiet residential corner of Langley but walking distance to everything. This beautiful condo is nested against 1,200 acres of parkland and community trails. This 1 Bedroom + Den is on the top floor and looks out onto Forever Protected Green Space providing peaceful privacy. This most desirable unit on the 4th. floor with a large balcony and big loft-style windows bring the West Coast into your living room. Pacific Northwest Style Kitchen with Quartz Countertops, Premium Samsung stainless steel appliances, Sleek Subway tiles, Soft close hinges, a Large Island, an under-mount sink. Wide plank flooring, 9ft ceilings & stylish Lighting. Huge master bedroom with a big closet. Close to all amenities, Shopping, Schools and Freeway access.",,11/17/2020
R2508691,A415-2099 Lougheed Highway,Port Coquitlam,BC,V3B1A8,Glenwood,glenwood-port-coquitlam-bc,Glenwood,Built in 2002 (18 yrs old),Apt/Condo,"Inside Unit,Upper Unit",682,14,1,1,379900,228,Logan Eskesen,Keller Williams Elite Realty,Freehold Strata,"Welcome home to this bright and beautiful top floor unit at iconic Shaughnessy Square! Located away from Lougheed on the inside of the complex, this 1 bed & 1 bath home offers an open floor plan, huge kitchen w newer stainless appliances, a generous living area with cozy gas FP (included in the strata fees!) & fresh designer paint throughout. You (and your plants) will love the southern exposure from your private patio. Solid concrete and steel construction, paired with proactive strata and professional management,mean low fees and worry free ownership! Get outside and enjoy everything at your doorstep - from Aggie Park & Centennial Pool and the Coquitlam River & Poco Trail to shopping, restaurants and transit its all in the neighbourhood! OPEN OCT 17 & 18 11-1 *COVID protocols in place*",,11/17/2020
R2479060,A101-20087 68 Avenue,Langley,BC,V2Y0Y2,Willoughby Heights,willoughby-heights-langley-bc,Willoughby Heights,Built in 2019 (1 yrs old),Apt/Condo,Inside Unit,670,97,1,0,389800,228,Theresa Yang,Metro Edge Realty,Freehold Strata,"Welcome home to Park Hill! This is 1 bed + den unit on the East Facing side of the building with bright large window exposure. Featuring 9ft ceilings, quartz counters, shaker cabinets, stainless steel appliance and much more. Walking distance to Everything (GREEN SPACE ,WALMART , BEST BUY,COSTCO,SAVE-ON­ FOOD ,OTHER SHOPPING STORES ,SCHOOLS ,etc) . Great for first time home buyers, those looking to down size or invest, rentals are allowed!",,11/17/2020
R2503830,6-20087 68 Avenue,Langley,BC,V2Y3H9,Willoughby Heights,willoughby-heights-langley-bc,Willoughby Heights,Built in 2018 (2 yrs old),Townhouse,3 Storey,1511,29,3,3,680000,228,Rus Carlos PREC*,Oakwyn Realty Ltd.,Freehold Strata,"Located in sought after Willoughby - Park Hill is located in a quiet residential neighbourhood nestled against a greenbelt and walking trails. This home is thoughtfully designed for today's family: 2 bedrooms upstairs (with stunning 14' vaulted ceilings!) and a well appointed work from home office (or home theatre, 3rd bedroom) complete with separate entrance. The kitchen features high ceilings, an extra large island with storage, built-in pantry, stainless steel premium appliances, quartz counters and convenient access to the patio deck equipped with a gas line for those summer bbq's. The home has 3 bathrooms: a powder room on the main and two bathrooms upstairs with a deluxe ensuite! Luxury awaits you! Book your showing today!",,11/17/2020
R2507940,102-5958 Iona Drive,Vancouver,BC,V6T2L2,University (UBC),university-ubc-vancouver-bc,University (UBC),Built in 2006 (14 yrs old),Apt/Condo,1 Storey,548,16,1,1,570000,228,Pete Shpak PREC*,Oakwyn Realty Ltd.,Leasehold prepaid-Strata,"Live in beautiful UBC- among various trails, beach, parks and the central campus. This fantastic 1 bedroom home in the Argyll house, a boutique concrete building by Intracorp features open concept living with PRIVATE ENTRANCE and LARGE PATIO. Enjoy overheight ceilings, gourmet kitchen with large island and SS appliances, warm flooring and laundry room. The large private patio invites to host BBQ's with friends and family. Buy at ease in a worry free building with secure parking and storage and take advantage of shopping, transit and other amenities just steps away. Call today for your private showing",,11/17/2020
R2505053,31-20849 78b Avenue,Langley,BC,V2Y0X6,Willoughby Heights,willoughby-heights-langley-bc,Willoughby Heights,Built in 2019 (1 yrs old),Townhouse,3 Storey,1341,25,3,3,699000,228,Daniel Friesen PREC*,RE/MAX Lifestyles Realty (Langley),Freehold Strata,"Welcome to Boulevard complex in the Heart of Willoughby. This beautiful 3 bedroom corner unit townhouse has amazing open concept feel and 10 ft ceilings throughout the main floor. Gourmet kitchen includes quartz countertops, SS appliances, gas range, and large island perfect for entertaining. Deck off main floor includes gas bbq hookup. Amazing roof top deck with Stunning views of Golden Ears Mountain Range. Rooftop deck includes gas hook ups and large area great for relaxing with family and friends. This unit includes spacious SxS double garage as well as 2 allocated parking spots within the Complex. Don't miss out on this one, Call Today!",,11/17/2020
R2491896,105-3105 St George Street,Port Moody,BC,V3H2H6,Port Moody Centre,port-moody-centre-port-moody-bc,Port Moody Centre,Built in 2019 (1 yrs old),Townhouse,3 Storey,1357,60,3,3,959900,228,Tracie McTavish PREC*,Rennie Marketing Systems,Freehold NonStrata,"""LIVE FREE FOR A YEAR"" Reach out to our sales team to learn more! Welcome to George by Marcon; we are pleased to introduce you to our 3 and 4 bedroom townhomes conveniently located next to Moody Middle School! We have a limited selection of quality built townhomes that are now move in ready. The details in our homes is what sets us apart from the rest. Large master bedrooms, ensuites that include NuHeat flooring and ample storage and motion sensor lighting. 9 ft ceilings on the main floor with panoramic windows offers an abundance of light and beautiful views. Take a virtual tour of our 3 bedroom display home http://my.matterport.com/show/?m=gowloQnMupY. Our 2 display homes are now open by appointment! Please call our sales team to book your appointment today!",,11/17/2020
R2509972,208-2345 Rindall Avenue,Port Coquitlam,BC,N/A,Central Port Coquitlam,central-port-coquitlam-bc,Central Port Coquitlam,Built in 2022 (-2 yrs old),Apt/Condo,"Inside Unit,Upper Unit",760,9,2,1,489900,228,Josephine Choi,Oakwyn Realty Ltd.,Freehold Strata,"Introducing ALBA, a collection of 75 modern 1, 2 & 3 bedroom homes in the heart of Port Coquitlam - beautifully designed to enhance and inspire your living experience. Parkside location, thoughtful amenities, steps away from shopping, the new Recreation Center and West Coast Express. Interiors have a contemporary feel with welcoming accents drawn from Danish influences and natural materials. Perfectly suited for everyday cooking as well as entertaining, kitchens come equipped with quality appliances featuring gas ranges and counter-depth fridges. 1 Parking Stall and Bicycle Storage included. Rentals and Pets allowed. Estimated completion 2nd Half of 2022. Free Storage Locker promotion. Presentation Center open Sat & Sun 12-5pm or by appointment (#101-2264 Elgin Avenue, Port Coquitlam).",,11/17/2020
R2478025,208-5288 Beresford Street,Burnaby,BC,V5J1H9,Metrotown,metrotown-burnaby-bc,Metrotown,Built in 2014 (6 yrs old),Apt/Condo,1 Storey,615,99,1,1,469000,228,Wendy Yang PREC*,Metro Edge Realty,Freehold Strata,"OPEN HOUSE SEP 5 & 6 SAR/SUN 2-4pm. Luxurious Condominiums in the heart of Metrotown. Exceptional quality and living at an affordable price. These home boast gourmet kitchens w/solid wood veneer cabinetry, polished quartz counters, undermount sinks, whirlpool s/s appliances. These spa inspired bathrooms have imported porcelain/ceramic tiles with KOHLER fixtures. Contemporary design and high end finishings. Located just steps away from skytrain, 1 stop away from Entertainment, restaurants, Metrotown shopping and more. Convenience is right at your doorstep. Parking and storage. 2-5-10 year warranty. Pictures from original purchase this unit was the show suite. Excellent investment unit or principal residence.",,11/17/2020
R2498517,46-11188 72 Avenue,Delta,BC,V4E0A5,Sunshine Hills Woods,sunshine-hills-woods-delta-bc,Sunshine Hills Woods,Built in 2018 (2 yrs old),Townhouse,"3 Storey,Corner Unit",2034,40,3,4,869000,228,Noah Bao PREC*,Sutton Group-West Coast Realty (Surrey/24),Freehold Strata,"Chelsea Gate in Sought after Sunshine Hills, elegant living in a serene setting nestled adjacent to of Cougar Creek. This F1 floor-plan end-unit features bright floor plan with Separate Living and Family area, side-by-side garages and large decks and/or walk-out patios overlooking lush yard. Elegant quartz counter tops, efficient forced air heating and cooling, stainless steel appliances, gas cook top, and powder rooms on the main floor with luxury tile work. Great schools, shopping centers and recreation are close to home. School Catchment: Heath Traditional Elementary, Seaquam Secondary.",,11/17/2020
R2492625,1607-668 Citadel Parade,Vancouver,BC,V6B1W6,Downtown West,downtown-west-vancouver-bc,Downtown West,Built in 2007 (13 yrs old),Apt/Condo,Inside Unit,510,59,0,1,552000,228,Eric Vallee PREC*,Oakwyn Realty Ltd.,Freehold Strata,"Immaculate Studio + Den located in the heart of Downtown Vancouver! Northwest facing featuring gorgeous views of Coal Harbor and the North Shore Mountains! This meticulously kept functional condo features designer finishings, stainless steel appliances, soft close cabinets, and laminate flooring throughout. Smart and functional floor plan features tucked away sleeping area, and separate den! Showcasing large windows for optimal lighting+private balcony, perfect for enjoying your morning coffee or summer evenings! Amenities include indoor lap pool, whirlpool, theatre, exercise room, games/party room, playground & patio,+ 24 hour concierge service. Steps away from Stadium Skytrain station, shopping, and parks, and recreation Enjoy all the perks of downtown living! Do not miss out!",,11/17/2020
